attn_cue,left_ob,right_ob,congruent,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcome.started,welcome.stopped,text_2.started,text_2.stopped,init_key_resp.keys,init_key_resp.rt,init_key_resp.started,init_key_resp.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,block_num,texter.started,texter.stopped,cross.started,cross.stopped,left_star.started,left_star.stopped,right_star.started,right_star.stopped,left_2.started,left_2.stopped,right_2.started,right_2.stopped,key_resp.keys,key_resp.started,key_resp.stopped,Rand Tim,text.started,text.stopped,key_resp.rt,end.started,end.stopped,text_6.started,text_6.stopped,text_7.started,text_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
right,1.0,0.75,0,0,0,0,0,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,3s,421.52917840797454,422.5284107408952,422.522370622959,None,423.5224406039342,425.02081482997164,423.5224406039342,425.02081482997164,425.01480172900483,None,425.01480172900483,None,space,425.01480172900483,None,1.4935,425.39134380198084,None,0.24490209808573127,,,,,,,DEC004,001,2022_May_18_1431,2-25_cond_decay_EYE-try,2021.2.3,164.97306459079215,
right,1.0,0.75,0,0,0,0,0,2,0,2,0,0,2,2,4,,,,,,,,,,,,,,,3s,426.43806098192,427.43736215890385,427.4315464908723,None,428.43223269004375,430.1222487469204,428.43223269004375,430.1222487469204,430.1222487469204,None,430.1222487469204,None,space,430.1222487469204,None,1.6905,430.51108351093717,None,0.2574604169931263,,,,,,,DEC004,001,2022_May_18_1431,2-25_cond_decay_EYE-try,2021.2.3,164.97306459079215,
left,0.75,1.0,0,0,0,0,0,2,0,2,0,0,3,3,7,,,,,,,,,,,,,,,3s,431.5713125260081,432.57127021602355,432.56526451697573,None,433.56500657997094,434.37684273999184,433.56500657997094,434.37684273999184,434.37684273999184,None,434.37684273999184,None,space,434.37684273999184,None,0.8123,434.8032383599784,None,0.2908439999446273,,,,,,,DEC004,001,2022_May_18_1431,2-25_cond_decay_EYE-try,2021.2.3,164.97306459079215,
left,0.75,1.0,0,0,0,0,0,2,0,2,0,0,4,4,9,,,,,,,,,,,,,,,3s,435.85719875688665,436.8616501339711,436.8555803198833,None,437.8560889440123,440.4675785698928,437.8560889440123,440.4675785698928,440.4675785698928,None,440.4675785698928,None,space,440.4675785698928,None,2.6116,440.91674004192464,None,0.31212173704989254,,,,,,,DEC004,001,2022_May_18_1431,2-25_cond_decay_EYE-try,2021.2.3,164.97306459079215,
left,1.0,0.75,1,0,0,0,0,2,0,2,0,0,5,5,0,,,,,,,,,,,,,,,3s,441.9712271830067,442.9713456039317,442.9590528230183,None,443.9589126429055,446.73408801387995,443.9589126429055,446.73408801387995,446.73408801387995,None,446.73408801387995,None,space,446.73408801387995,None,2.7715,447.1119553348981,None,0.24562467401847243,,,,,,,DEC004,001,2022_May_18_1431,2-25_cond_decay_EYE-try,2021.2.3,164.97306459079215,
left,0.75,1.0,0,0,0,0,0,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,3s,448.1644513870124,449.16530548688024,449.1590722068213,None,450.152430052869,452.49192090984434,450.152430052869,452.49192090984434,452.49192090984434,None,452.49192090984434,None,space,452.49192090984434,None,2.3372,452.85693690390326,None,0.23177778092212975,,,,,,,DEC004,001,2022_May_18_1431,2-25_cond_decay_EYE-try,2021.2.3,164.97306459079215,
left,0.75,1.0,0,0,0,0,0,2,0,2,0,0,7,7,2,,,,,,,,,,,,,,,3s,453.91055480693467,454.9099396870006,454.9039414038416,None,455.90488916798495,458.5887720838655,455.90488916798495,458.5887720838655,458.58278411696665,None,458.58278411696665,None,space,458.58278411696665,None,2.6734,459.04316371586174,None,0.32491270499303937,,,,,,,DEC004,001,2022_May_18_1431,2-25_cond_decay_EYE-try,2021.2.3,164.97306459079215,
right,1.0,0.75,0,0,0,0,0,2,0,2,0,0,8,8,5,,,,,,,,,,,,,,,3s,460.09198188595474,461.09250410692766,461.0795874178875,None,462.0795973560307,464.3643348668702,462.0795973560307,464.3643348668702,464.3702461980283,None,464.3702461980283,None,space,464.3702461980283,None,2.2868,464.7405414439272,None,0.23346103611402214,,,,,,,DEC004,001,2022_May_18_1431,2-25_cond_decay_EYE-try,2021.2.3,164.97306459079215,
right,0.75,1.0,1,0,0,0,0,2,0,2,0,0,9,9,3,,,,,,,,,,,,,,,3s,465.79537211102434,466.7944562458433,466.7885337709449,None,467.78875864692964,470.18846227088943,467.78875864692964,470.18846227088943,470.18846227088943,None,470.18846227088943,None,space,470.18846227088943,None,2.3978,470.57098466996104,None,0.24725827109068632,,,,,,,DEC004,001,2022_May_18_1431,2-25_cond_decay_EYE-try,2021.2.3,164.97306459079215,
left,0.75,1.0,0,0,0,0,0,2,0,2,0,1,0,10,9,,,,,,,,,,,,,,,3s,471.62560344394296,472.62571474001743,472.6126025838312,None,473.61314016999677,476.40083620883524,473.61314016999677,476.40083620883524,476.40083620883524,None,476.40083620883524,None,space,476.40083620883524,None,2.7837,476.82656623399816,None,0.29088391503319144,,,,,,,DEC004,001,2022_May_18_1431,2-25_cond_decay_EYE-try,2021.2.3,164.97306459079215,
